AccessionID;system;Frequency;database;isol_env;host_species;oxygen_tolerance;Phylum_count;Family;Family_count;bact_defence_system;Phylum;Tax:Superkingdom;Tax:Phylum;Tax:Class;Tax:Order;Tax:Family;Tax:Genus;Tax:Species
GCA_000764165;I-E;1;bacdive;Glacier Meltwater;0;aerobe;82;Microbacteriaceae;33;CRISPR-Cas_cctyper;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;"s__Cryobacterium roopkundense"""
GCA_000764165;RM_type_I;2;bacdive;Glacier Meltwater;0;aerobe;82;Microbacteriaceae;33;RM;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;"s__Cryobacterium roopkundense"""
GCA_000764165;RM_type_IV;1;bacdive;Glacier Meltwater;0;aerobe;82;Microbacteriaceae;33;RM;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;"s__Cryobacterium roopkundense"""
GCA_000764165;cas_type_I-E;1;bacdive;Glacier Meltwater;0;aerobe;82;Microbacteriaceae;33;CRISPR-Cas_padloc;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;"s__Cryobacterium roopkundense"""
GCA_000764165;dXTPase;1;bacdive;Glacier Meltwater;0;aerobe;82;Microbacteriaceae;33;dXTPase;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;"s__Cryobacterium roopkundense"""
GCA_000764165;hachiman_type_I;1;bacdive;Glacier Meltwater;0;aerobe;82;Microbacteriaceae;33;Hachiman;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;"s__Cryobacterium roopkundense"""
GCA_000764165;wadjet_other;1;bacdive;Glacier Meltwater;0;aerobe;82;Microbacteriaceae;33;Wadjet;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;"s__Cryobacterium roopkundense"""
GCA_000764165;wadjet_type_I;1;bacdive;Glacier Meltwater;0;aerobe;82;Microbacteriaceae;33;Wadjet;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Cryobacterium;"s__Cryobacterium roopkundense"""
GCA_000766805;DMS_other;2;bacdive;Marine;0;0;245;Flavobacteriaceae;154;DMS;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;"s__Polaribacter sp900106075"""
GCA_000766805;PrrC;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;Abi;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;"s__Polaribacter sp900106075"""
GCA_000766805;RM_type_I;2;bacdive;Marine;0;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;"s__Polaribacter sp900106075"""
GCA_000766805;septu_type_I;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;Septu;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;"s__Polaribacter sp900106075"""
GCA_000770115;DMS_other;1;marref;;;0;498;Vibrionaceae;17;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio harveyi"""
GCA_000770115;RM_type_II;1;marref;;;0;498;Vibrionaceae;17;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio harveyi"""
GCA_000770115;RM_type_IV;1;marref;;;0;498;Vibrionaceae;17;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio harveyi"""
GCA_000770115;dXTPase;1;marref;;;0;498;Vibrionaceae;17;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio harveyi"""
GCA_000770115;lamassu_type_II;1;marref;;;0;498;Vibrionaceae;17;Lamassu;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio harveyi"""
GCA_000770115;pycsar_effector;1;marref;;;0;498;Vibrionaceae;17;Pycsar;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio harveyi"""
GCA_000770115;shedu;1;marref;;;0;498;Vibrionaceae;17;Shedu;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio harveyi"""
GCA_000786425;AbiD;1;marref;;Animal host;0;498;Vibrionaceae;17;Abi;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;DMS_other;3;marref;;Animal host;0;498;Vibrionaceae;17;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;DRT_other;2;marref;;Animal host;0;498;Vibrionaceae;17;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;RM_type_IV;1;marref;;Animal host;0;498;Vibrionaceae;17;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;dXTPase;1;marref;;Animal host;0;498;Vibrionaceae;17;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;gabija;1;marref;;Animal host;0;498;Vibrionaceae;17;Gabija;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;hachiman_other;1;marref;;Animal host;0;498;Vibrionaceae;17;Hachiman;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;hachiman_type_I;1;marref;;Animal host;0;498;Vibrionaceae;17;Hachiman;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;pycsar_effector;1;marref;;Animal host;0;498;Vibrionaceae;17;Pycsar;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;retron_I-B;1;marref;;Animal host;0;498;Vibrionaceae;17;Retron;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;retron_III-A;1;marref;;Animal host;0;498;Vibrionaceae;17;Retron;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000786425;septu_type_I;2;marref;;Animal host;0;498;Vibrionaceae;17;Septu;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Vibrio;"s__Vibrio anguillarum"""
GCA_000797445;AbiE;1;mardb;Marine sediment;;0;245;Flavobacteriaceae;154;Abi;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;"s__Lacinutrix jangbogonensis"""
GCA_000797445;DMS_other;2;mardb;Marine sediment;;0;245;Flavobacteriaceae;154;DMS;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;"s__Lacinutrix jangbogonensis"""
GCA_000797445;II-C;1;mardb;Marine sediment;;0;245;Flavobacteriaceae;154;CRISPR-Cas_cctyper;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;"s__Lacinutrix jangbogonensis"""
GCA_000797445;cas_type_II-C;1;mardb;Marine sediment;;0;245;Flavobacteriaceae;154;CRISPR-Cas_padloc;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;"s__Lacinutrix jangbogonensis"""
GCA_000797445;mza;1;mardb;Marine sediment;;0;245;Flavobacteriaceae;154;Mza;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lacinutrix;"s__Lacinutrix jangbogonensis"""
GCA_000797465;DMS_other;1;mardb;Marine sediment;;0;245;Flavobacteriaceae;154;DMS;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens jangbogonensis"""
GCA_000797465;GAO_20;1;mardb;Marine sediment;;0;245;Flavobacteriaceae;154;GAO;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens jangbogonensis"""
GCA_000797465;RM_type_I;1;mardb;Marine sediment;;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens jangbogonensis"""
GCA_000799465;AbiE;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;Abi;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;DMS_other;4;bacdive;Marine;0;0;245;Flavobacteriaceae;154;DMS;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;DRT_type_III;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;DRT;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;II-C;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;CRISPR-Cas_cctyper;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;PT_SspABCD;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;Phosphorothioation;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;RM_type_I;2;bacdive;Marine;0;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;RM_type_IIG;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;argonaute_solo;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;Argonaute;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;cas_type_II-C;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;CRISPR-Cas_padloc;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799465;cbass_type_I;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;CBASS;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;"s__Psychroserpens sp000799465"""
GCA_000799565;AbiE;3;bacdive;Marine;0;0;245;Flavobacteriaceae;154;Abi;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000799565;DMS_other;4;bacdive;Marine;0;0;245;Flavobacteriaceae;154;DMS;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000799565;DRT_class_II;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;DRT;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000799565;RM_type_I;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000799565;RM_type_II;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000799565;RM_type_IIG;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000799565;RM_type_IV;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000799565;cbass_type_I;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;CBASS;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000799565;shedu;1;bacdive;Marine;0;0;245;Flavobacteriaceae;154;Shedu;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;"s__Cellulophaga sp000799565"""
GCA_000815145;DMS_other;1;marref;Marine;;0;32;Bacillaceae;5;DMS;Bacillota;d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;"s__Bacillus velezensis"""
GCA_000815145;DRT_type_III;1;marref;Marine;;0;32;Bacillaceae;5;DRT;Bacillota;d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;"s__Bacillus velezensis"""
GCA_000815145;RM_type_I;1;marref;Marine;;0;32;Bacillaceae;5;RM;Bacillota;d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;"s__Bacillus velezensis"""
GCA_000819585;DMS_other;1;mardb;Marine;;0;32;Bacillaceae;5;DMS;Bacillota;d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;"s__Bacillus subtilis"""
GCA_000819585;RM_type_I;1;mardb;Marine;;0;32;Bacillaceae;5;RM;Bacillota;d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;"s__Bacillus subtilis"""
GCA_000833025;RM_type_IV;1;bacdive;Marine sediment;0;0;245;Flavobacteriaceae;154;RM;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;"s__Flavobacterium profundi_A"""
GCA_000833025;gabija;1;bacdive;Marine sediment;0;0;245;Flavobacteriaceae;154;Gabija;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;"s__Flavobacterium profundi_A"""
GCA_000833025;hachiman_type_I;1;bacdive;Marine sediment;0;0;245;Flavobacteriaceae;154;Hachiman;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;"s__Flavobacterium profundi_A"""
GCA_000833025;kiwa;1;bacdive;Marine sediment;0;0;245;Flavobacteriaceae;154;Kiwa;Bacteroidota;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;"s__Flavobacterium profundi_A"""
GCA_000834255;AbiE;1;marref;;Animal host;0;498;Enterobacteriaceae;8;Abi;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia ruckeri"""
GCA_000834255;DMS_other;3;marref;;Animal host;0;498;Enterobacteriaceae;8;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia ruckeri"""
GCA_000834255;PT_DndABCDE;1;marref;;Animal host;0;498;Enterobacteriaceae;8;Phosphorothioation;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia ruckeri"""
GCA_000834255;PT_DndFGH;1;marref;;Animal host;0;498;Enterobacteriaceae;8;Phosphorothioation;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia ruckeri"""
GCA_000834255;PrrC;1;marref;;Animal host;0;498;Enterobacteriaceae;8;Abi;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia ruckeri"""
GCA_000834255;RM_type_I;2;marref;;Animal host;0;498;Enterobacteriaceae;8;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia ruckeri"""
GCA_000834255;darTG;1;marref;;Animal host;0;498;Enterobacteriaceae;8;DarTG;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia ruckeri"""
GCA_000834255;hachiman_type_I;2;marref;;Animal host;0;498;Enterobacteriaceae;8;Hachiman;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia ruckeri"""
GCA_000834395;DMS_other;3;marref;;Animal host;0;498;Enterobacteriaceae;8;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia aldovae"""
GCA_000834395;RM_type_I;1;marref;;Animal host;0;498;Enterobacteriaceae;8;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia aldovae"""
GCA_000834395;RM_type_II;1;marref;;Animal host;0;498;Enterobacteriaceae;8;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia aldovae"""
GCA_000834395;gabija;1;marref;;Animal host;0;498;Enterobacteriaceae;8;Gabija;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Yersinia;"s__Yersinia aldovae"""
GCA_000953695;AbiD;1;marref;;Animal host;0;498;Vibrionaceae;17;Abi;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;AbiO;1;marref;;Animal host;0;498;Vibrionaceae;17;Abi;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;DMS_other;3;marref;;Animal host;0;498;Vibrionaceae;17;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;DRT_class_III;1;marref;;Animal host;0;498;Vibrionaceae;17;DRT;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;Nhi;1;marref;;Animal host;0;498;Vibrionaceae;17;Nhi;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;Paris;1;marref;;Animal host;0;498;Vibrionaceae;17;PARIS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;RM_type_I;2;marref;;Animal host;0;498;Vibrionaceae;17;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;RM_type_IV;1;marref;;Animal host;0;498;Vibrionaceae;17;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;cas_type_I-F1;1;marref;;Animal host;0;498;Vibrionaceae;17;CRISPR-Cas_padloc;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;dXTPase;1;marref;;Animal host;0;498;Vibrionaceae;17;dXTPase;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953695;septu_type_I;1;marref;;Animal host;0;498;Vibrionaceae;17;Septu;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Vibrionaceae;g__Aliivibrio;"s__Aliivibrio wodanis"""
GCA_000953735;DMS_other;5;marref;;Animal host;0;498;Moritellaceae;3;DMS;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella;"s__Moritella viscosa"""
GCA_000953735;I-F;1;marref;;Animal host;0;498;Moritellaceae;3;CRISPR-Cas_cctyper;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella;"s__Moritella viscosa"""
GCA_000953735;RM_type_I;1;marref;;Animal host;0;498;Moritellaceae;3;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella;"s__Moritella viscosa"""
GCA_000953735;RM_type_II;3;marref;;Animal host;0;498;Moritellaceae;3;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella;"s__Moritella viscosa"""
GCA_000953735;RM_type_IIG;1;marref;;Animal host;0;498;Moritellaceae;3;RM;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella;"s__Moritella viscosa"""
GCA_000953735;cas_type_I-F1;1;marref;;Animal host;0;498;Moritellaceae;3;CRISPR-Cas_padloc;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella;"s__Moritella viscosa"""
GCA_000953735;gabija;1;marref;;Animal host;0;498;Moritellaceae;3;Gabija;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella;"s__Moritella viscosa"""
GCA_000953735;viperin_solo;1;marref;;Animal host;0;498;Moritellaceae;3;Viperin;Pseudomonadota;d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Moritellaceae;g__Moritella;"s__Moritella viscosa"""
GCA_000954115;DMS_other;2;marref;Marine;;0;82;Mycobacteriaceae;4;DMS;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;"s__Rhodococcus sp000954115"""
GCA_000954115;RM_type_II;1;marref;Marine;;0;82;Mycobacteriaceae;4;RM;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;"s__Rhodococcus sp000954115"""
GCA_000954115;RM_type_IIG;1;marref;Marine;;0;82;Mycobacteriaceae;4;RM;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;"s__Rhodococcus sp000954115"""
GCA_000954115;dXTPase;1;marref;Marine;;0;82;Mycobacteriaceae;4;dXTPase;Actinomycetota;d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;"s__Rhodococcus sp000954115"""
