Family;Family_count;bact_defence_system;system_count;Number_of_family_containing_each_system;Total_number_of_different_system_per_prokaryotic_genomes;Frequency_of_each_system_in_a_given_family
Emcibacteraceae;2;Dsr;0;0;0;0
Emcibacteraceae;2;GAO;0;0;0;0
Emcibacteraceae;2;Gabija;1;1;1;0.5
Emcibacteraceae;2;Gasdermin;0;0;0;0
Emcibacteraceae;2;Hachiman;0;0;0;0
Emcibacteraceae;2;Helicase-DUF2290;0;0;0;0
Emcibacteraceae;2;Hhe;0;0;0;0
Emcibacteraceae;2;Hma;0;0;0;0
Emcibacteraceae;2;Hydrolase-TM;0;0;0;0
Emcibacteraceae;2;Kiwa;0;0;0;0
Emcibacteraceae;2;Lamassu;0;0;0;0
Emcibacteraceae;2;Mza;0;0;0;0
Emcibacteraceae;2;Nhi;0;0;0;0
Emcibacteraceae;2;PARIS;0;0;0;0
Emcibacteraceae;2;Paris_fused;0;0;0;0
Emcibacteraceae;2;Phosphorothioation;0;0;0;0
Emcibacteraceae;2;Ppl;0;0;0;0
Emcibacteraceae;2;Pycsar;0;0;0;0
Emcibacteraceae;2;RADAR;0;0;0;0
Emcibacteraceae;2;RM;2;1;2;0.5
Emcibacteraceae;2;Retron;1;1;1;0.5
Emcibacteraceae;2;Septu;0;0;0;0
Emcibacteraceae;2;Shedu;0;0;0;0
Emcibacteraceae;2;TIR-NLR;0;0;0;0
Emcibacteraceae;2;TerY-P;0;0;0;0
Emcibacteraceae;2;Thoeris;1;1;1;0.5
Emcibacteraceae;2;Tmn;0;0;0;0
Emcibacteraceae;2;Upx;0;0;0;0
Emcibacteraceae;2;Viperin;0;0;0;0
Emcibacteraceae;2;Wadjet;0;0;0;0
Emcibacteraceae;2;Zorya;0;0;0;0
Emcibacteraceae;2;dXTPase;1;2;2;1
Emcibacteraceae;2;ietAS;0;0;0;0
Emcibacteraceae;2;qatABCD;0;0;0;0
Enterobacteriaceae;8;3HP;0;0;0;0
Enterobacteriaceae;8;AVAST;1;1;1;0.125
Enterobacteriaceae;8;Abi;2;5;7;0.625
Enterobacteriaceae;8;Argonaute;0;0;0;0
Enterobacteriaceae;8;BREX;0;0;0;0
Enterobacteriaceae;8;CBASS;1;1;1;0.125
Enterobacteriaceae;8;CRISPR-Cas;1;3;3;0.375
Enterobacteriaceae;8;DISARM;0;0;0;0
Enterobacteriaceae;8;DRT;1;1;1;0.125
Enterobacteriaceae;8;DUF4238;0;0;0;0
Enterobacteriaceae;8;DarTG;1;3;3;0.375
Enterobacteriaceae;8;Dpd;0;0;0;0
Enterobacteriaceae;8;DprA-PRTase;0;0;0;0
Enterobacteriaceae;8;Druantia;0;0;0;0
Enterobacteriaceae;8;Dsr;1;1;1;0.125
Enterobacteriaceae;8;GAO;0;0;0;0
Enterobacteriaceae;8;Gabija;1;2;2;0.25
Enterobacteriaceae;8;Gasdermin;0;0;0;0
Enterobacteriaceae;8;Hachiman;1;1;1;0.125
Enterobacteriaceae;8;Helicase-DUF2290;0;0;0;0
Enterobacteriaceae;8;Hhe;0;0;0;0
Enterobacteriaceae;8;Hma;0;0;0;0
Enterobacteriaceae;8;Hydrolase-TM;0;0;0;0
Enterobacteriaceae;8;Kiwa;0;0;0;0
Enterobacteriaceae;8;Lamassu;1;1;1;0.125
Enterobacteriaceae;8;Mza;0;0;0;0
Enterobacteriaceae;8;Nhi;0;0;0;0
Enterobacteriaceae;8;PARIS;0;0;0;0
Enterobacteriaceae;8;Paris_fused;0;0;0;0
Enterobacteriaceae;8;Phosphorothioation;2;1;2;0.125
Enterobacteriaceae;8;Ppl;0;0;0;0
Enterobacteriaceae;8;Pycsar;0;0;0;0
Enterobacteriaceae;8;RADAR;1;1;1;0.125
Enterobacteriaceae;8;RM;3;8;13;1
Enterobacteriaceae;8;Retron;0;0;0;0
Enterobacteriaceae;8;Septu;0;0;0;0
Enterobacteriaceae;8;Shedu;0;0;0;0
Enterobacteriaceae;8;TIR-NLR;0;0;0;0
Enterobacteriaceae;8;TerY-P;0;0;0;0
Enterobacteriaceae;8;Thoeris;0;0;0;0
Enterobacteriaceae;8;Tmn;0;0;0;0
Enterobacteriaceae;8;Upx;0;0;0;0
Enterobacteriaceae;8;Viperin;0;0;0;0
Enterobacteriaceae;8;Wadjet;0;0;0;0
Enterobacteriaceae;8;Zorya;0;0;0;0
Enterobacteriaceae;8;dXTPase;1;1;1;0.125
Enterobacteriaceae;8;ietAS;1;1;1;0.125
Enterobacteriaceae;8;qatABCD;0;0;0;0
Eubacteriaceae;1;3HP;0;0;0;0
Eubacteriaceae;1;AVAST;0;0;0;0
Eubacteriaceae;1;Abi;1;1;1;1
Eubacteriaceae;1;Argonaute;0;0;0;0
Eubacteriaceae;1;BREX;0;0;0;0
Eubacteriaceae;1;CBASS;0;0;0;0
Eubacteriaceae;1;CRISPR-Cas;1;1;1;1
Eubacteriaceae;1;DISARM;0;0;0;0
Eubacteriaceae;1;DRT;0;0;0;0
Eubacteriaceae;1;DUF4238;0;0;0;0
Eubacteriaceae;1;DarTG;0;0;0;0
Eubacteriaceae;1;Dpd;0;0;0;0
Eubacteriaceae;1;DprA-PRTase;0;0;0;0
Eubacteriaceae;1;Druantia;0;0;0;0
Eubacteriaceae;1;Dsr;0;0;0;0
Eubacteriaceae;1;GAO;1;1;1;1
Eubacteriaceae;1;Gabija;0;0;0;0
Eubacteriaceae;1;Gasdermin;0;0;0;0
Eubacteriaceae;1;Hachiman;0;0;0;0
Eubacteriaceae;1;Helicase-DUF2290;0;0;0;0
Eubacteriaceae;1;Hhe;0;0;0;0
Eubacteriaceae;1;Hma;0;0;0;0
Eubacteriaceae;1;Hydrolase-TM;0;0;0;0
Eubacteriaceae;1;Kiwa;0;0;0;0
Eubacteriaceae;1;Lamassu;0;0;0;0
Eubacteriaceae;1;Mza;1;1;1;1
Eubacteriaceae;1;Nhi;0;0;0;0
Eubacteriaceae;1;PARIS;0;0;0;0
Eubacteriaceae;1;Paris_fused;0;0;0;0
Eubacteriaceae;1;Phosphorothioation;0;0;0;0
Eubacteriaceae;1;Ppl;0;0;0;0
Eubacteriaceae;1;Pycsar;0;0;0;0
Eubacteriaceae;1;RADAR;0;0;0;0
Eubacteriaceae;1;RM;3;1;3;1
Eubacteriaceae;1;Retron;0;0;0;0
Eubacteriaceae;1;Septu;0;0;0;0
Eubacteriaceae;1;Shedu;0;0;0;0
Eubacteriaceae;1;TIR-NLR;0;0;0;0
Eubacteriaceae;1;TerY-P;0;0;0;0
Eubacteriaceae;1;Thoeris;0;0;0;0
Eubacteriaceae;1;Tmn;0;0;0;0
Eubacteriaceae;1;Upx;0;0;0;0
Eubacteriaceae;1;Viperin;0;0;0;0
Eubacteriaceae;1;Wadjet;1;1;1;1
Eubacteriaceae;1;Zorya;0;0;0;0
Eubacteriaceae;1;dXTPase;0;0;0;0
Eubacteriaceae;1;ietAS;0;0;0;0
Eubacteriaceae;1;qatABCD;0;0;0;0
Flavobacteriaceae;154;3HP;0;0;0;0
Flavobacteriaceae;154;AVAST;1;12;12;0.077922078
Flavobacteriaceae;154;Abi;3;85;111;0.551948052
Flavobacteriaceae;154;Argonaute;1;13;13;0.084415584
Flavobacteriaceae;154;BREX;1;3;3;0.019480519
Flavobacteriaceae;154;CBASS;2;34;37;0.220779221
Flavobacteriaceae;154;CRISPR-Cas;3;28;32;0.181818182
Flavobacteriaceae;154;DISARM;0;0;0;0
Flavobacteriaceae;154;DRT;2;58;65;0.376623377
Flavobacteriaceae;154;DUF4238;0;0;0;0
Flavobacteriaceae;154;DarTG;1;7;7;0.045454545
Flavobacteriaceae;154;Dpd;0;0;0;0
Flavobacteriaceae;154;DprA-PRTase;0;0;0;0
Flavobacteriaceae;154;Druantia;1;3;3;0.019480519
Flavobacteriaceae;154;Dsr;0;0;0;0
Flavobacteriaceae;154;GAO;1;10;10;0.064935065
Flavobacteriaceae;154;Gabija;1;30;30;0.194805195
Flavobacteriaceae;154;Gasdermin;1;7;7;0.045454545
Flavobacteriaceae;154;Hachiman;1;11;11;0.071428571
Flavobacteriaceae;154;Helicase-DUF2290;1;1;1;0.006493506
Flavobacteriaceae;154;Hhe;0;0;0;0
Flavobacteriaceae;154;Hma;0;0;0;0
Flavobacteriaceae;154;Hydrolase-TM;0;0;0;0
Flavobacteriaceae;154;Kiwa;1;13;13;0.084415584
Flavobacteriaceae;154;Lamassu;1;4;4;0.025974026
Flavobacteriaceae;154;Mza;1;6;6;0.038961039
Flavobacteriaceae;154;Nhi;1;1;1;0.006493506
Flavobacteriaceae;154;PARIS;1;2;2;0.012987013
Flavobacteriaceae;154;Paris_fused;1;2;2;0.012987013
Flavobacteriaceae;154;Phosphorothioation;2;10;13;0.064935065
Flavobacteriaceae;154;Ppl;0;0;0;0
Flavobacteriaceae;154;Pycsar;2;9;16;0.058441558
Flavobacteriaceae;154;RADAR;0;0;0;0
Flavobacteriaceae;154;RM;4;125;250;0.811688312
Flavobacteriaceae;154;Retron;2;25;26;0.162337662
Flavobacteriaceae;154;Septu;1;23;23;0.149350649
Flavobacteriaceae;154;Shedu;1;8;8;0.051948052
Flavobacteriaceae;154;TIR-NLR;0;0;0;0
Flavobacteriaceae;154;TerY-P;1;4;4;0.025974026
Flavobacteriaceae;154;Thoeris;1;7;7;0.045454545
Flavobacteriaceae;154;Tmn;1;5;5;0.032467532
Flavobacteriaceae;154;Upx;0;0;0;0
Flavobacteriaceae;154;Viperin;1;4;4;0.025974026
Flavobacteriaceae;154;Wadjet;1;3;3;0.019480519
Flavobacteriaceae;154;Zorya;0;0;0;0
Flavobacteriaceae;154;dXTPase;1;1;1;0.006493506
Flavobacteriaceae;154;ietAS;1;10;10;0.064935065
Flavobacteriaceae;154;qatABCD;1;3;3;0.019480519
Francisellaceae;3;3HP;0;0;0;0
Francisellaceae;3;AVAST;1;1;1;0.333333333
Francisellaceae;3;Abi;1;1;1;0.333333333
Francisellaceae;3;Argonaute;0;0;0;0
Francisellaceae;3;BREX;0;0;0;0
Francisellaceae;3;CBASS;0;0;0;0
Francisellaceae;3;CRISPR-Cas;0;0;0;0
Francisellaceae;3;DISARM;0;0;0;0
Francisellaceae;3;DRT;1;1;1;0.333333333
Francisellaceae;3;DUF4238;0;0;0;0
Francisellaceae;3;DarTG;0;0;0;0
Francisellaceae;3;Dpd;0;0;0;0
Francisellaceae;3;DprA-PRTase;0;0;0;0
Francisellaceae;3;Druantia;0;0;0;0
Francisellaceae;3;Dsr;0;0;0;0
Francisellaceae;3;GAO;0;0;0;0
Francisellaceae;3;Gabija;0;0;0;0
Francisellaceae;3;Gasdermin;0;0;0;0
Francisellaceae;3;Hachiman;0;0;0;0
Francisellaceae;3;Helicase-DUF2290;0;0;0;0
Francisellaceae;3;Hhe;0;0;0;0
Francisellaceae;3;Hma;0;0;0;0
Francisellaceae;3;Hydrolase-TM;0;0;0;0
Francisellaceae;3;Kiwa;0;0;0;0
Francisellaceae;3;Lamassu;0;0;0;0
Francisellaceae;3;Mza;0;0;0;0
Francisellaceae;3;Nhi;0;0;0;0
Francisellaceae;3;PARIS;0;0;0;0
Francisellaceae;3;Paris_fused;0;0;0;0
Francisellaceae;3;Phosphorothioation;0;0;0;0
Francisellaceae;3;Ppl;0;0;0;0
Francisellaceae;3;Pycsar;2;1;2;0.333333333
Francisellaceae;3;RADAR;0;0;0;0
Francisellaceae;3;RM;1;3;3;1
Francisellaceae;3;Retron;0;0;0;0
Francisellaceae;3;Septu;0;0;0;0
Francisellaceae;3;Shedu;1;1;1;0.333333333
Francisellaceae;3;TIR-NLR;0;0;0;0
Francisellaceae;3;TerY-P;0;0;0;0
Francisellaceae;3;Thoeris;0;0;0;0
Francisellaceae;3;Tmn;0;0;0;0
Francisellaceae;3;Upx;0;0;0;0
Francisellaceae;3;Viperin;0;0;0;0
Francisellaceae;3;Wadjet;0;0;0;0
Francisellaceae;3;Zorya;0;0;0;0
Francisellaceae;3;dXTPase;1;3;3;1
Francisellaceae;3;ietAS;0;0;0;0
Francisellaceae;3;qatABCD;0;0;0;0
GCA-002686595;1;3HP;0;0;0;0
GCA-002686595;1;AVAST;0;0;0;0
GCA-002686595;1;Abi;0;0;0;0
GCA-002686595;1;Argonaute;0;0;0;0
GCA-002686595;1;BREX;0;0;0;0
GCA-002686595;1;CBASS;0;0;0;0
GCA-002686595;1;CRISPR-Cas;0;0;0;0
GCA-002686595;1;DISARM;1;1;1;1
GCA-002686595;1;DRT;0;0;0;0
GCA-002686595;1;DUF4238;0;0;0;0
GCA-002686595;1;DarTG;0;0;0;0
GCA-002686595;1;Dpd;0;0;0;0
GCA-002686595;1;DprA-PRTase;0;0;0;0
GCA-002686595;1;Druantia;0;0;0;0
GCA-002686595;1;Dsr;0;0;0;0
GCA-002686595;1;GAO;0;0;0;0
GCA-002686595;1;Gabija;0;0;0;0
GCA-002686595;1;Gasdermin;0;0;0;0
GCA-002686595;1;Hachiman;0;0;0;0
GCA-002686595;1;Helicase-DUF2290;0;0;0;0
GCA-002686595;1;Hhe;0;0;0;0
GCA-002686595;1;Hma;0;0;0;0
GCA-002686595;1;Hydrolase-TM;0;0;0;0
GCA-002686595;1;Kiwa;0;0;0;0
GCA-002686595;1;Lamassu;0;0;0;0
GCA-002686595;1;Mza;0;0;0;0
GCA-002686595;1;Nhi;0;0;0;0
GCA-002686595;1;PARIS;0;0;0;0
GCA-002686595;1;Paris_fused;0;0;0;0
GCA-002686595;1;Phosphorothioation;0;0;0;0
GCA-002686595;1;Ppl;0;0;0;0
GCA-002686595;1;Pycsar;0;0;0;0
GCA-002686595;1;RADAR;0;0;0;0
GCA-002686595;1;RM;1;1;1;1
GCA-002686595;1;Retron;0;0;0;0
GCA-002686595;1;Septu;0;0;0;0
GCA-002686595;1;Shedu;0;0;0;0
GCA-002686595;1;TIR-NLR;0;0;0;0
GCA-002686595;1;TerY-P;0;0;0;0
GCA-002686595;1;Thoeris;0;0;0;0
GCA-002686595;1;Tmn;0;0;0;0
GCA-002686595;1;Upx;0;0;0;0
GCA-002686595;1;Viperin;0;0;0;0
GCA-002686595;1;Wadjet;0;0;0;0
GCA-002686595;1;Zorya;0;0;0;0
GCA-002686595;1;dXTPase;0;0;0;0
GCA-002686595;1;ietAS;0;0;0;0
GCA-002686595;1;qatABCD;0;0;0;0
GCA-002722245;1;3HP;0;0;0;0
GCA-002722245;1;AVAST;0;0;0;0
GCA-002722245;1;Abi;0;0;0;0
GCA-002722245;1;Argonaute;0;0;0;0
GCA-002722245;1;BREX;0;0;0;0
GCA-002722245;1;CBASS;0;0;0;0
GCA-002722245;1;CRISPR-Cas;0;0;0;0
GCA-002722245;1;DISARM;0;0;0;0
GCA-002722245;1;DRT;0;0;0;0
GCA-002722245;1;DUF4238;0;0;0;0
GCA-002722245;1;DarTG;0;0;0;0
GCA-002722245;1;Dpd;0;0;0;0
GCA-002722245;1;DprA-PRTase;0;0;0;0
GCA-002722245;1;Druantia;0;0;0;0
GCA-002722245;1;Dsr;0;0;0;0
GCA-002722245;1;GAO;0;0;0;0
GCA-002722245;1;Gabija;0;0;0;0
GCA-002722245;1;Gasdermin;0;0;0;0
GCA-002722245;1;Hachiman;0;0;0;0
GCA-002722245;1;Helicase-DUF2290;0;0;0;0
GCA-002722245;1;Hhe;0;0;0;0
GCA-002722245;1;Hma;0;0;0;0
GCA-002722245;1;Hydrolase-TM;0;0;0;0
GCA-002722245;1;Kiwa;0;0;0;0
GCA-002722245;1;Lamassu;0;0;0;0
GCA-002722245;1;Mza;0;0;0;0
GCA-002722245;1;Nhi;0;0;0;0
GCA-002722245;1;PARIS;0;0;0;0
GCA-002722245;1;Paris_fused;0;0;0;0
GCA-002722245;1;Phosphorothioation;0;0;0;0
GCA-002722245;1;Ppl;0;0;0;0
GCA-002722245;1;Pycsar;0;0;0;0
GCA-002722245;1;RADAR;0;0;0;0
GCA-002722245;1;RM;1;1;1;1
GCA-002722245;1;Retron;0;0;0;0
GCA-002722245;1;Septu;0;0;0;0
GCA-002722245;1;Shedu;0;0;0;0
GCA-002722245;1;TIR-NLR;0;0;0;0
GCA-002722245;1;TerY-P;0;0;0;0
GCA-002722245;1;Thoeris;0;0;0;0
GCA-002722245;1;Tmn;0;0;0;0
GCA-002722245;1;Upx;0;0;0;0
GCA-002722245;1;Viperin;0;0;0;0
GCA-002722245;1;Wadjet;0;0;0;0
GCA-002722245;1;Zorya;0;0;0;0
GCA-002722245;1;dXTPase;0;0;0;0
GCA-002722245;1;ietAS;0;0;0;0
GCA-002722245;1;qatABCD;0;0;0;0
GCA-2696645;1;3HP;0;0;0;0
GCA-2696645;1;AVAST;0;0;0;0
GCA-2696645;1;Abi;2;1;2;1
GCA-2696645;1;Argonaute;1;1;1;1
GCA-2696645;1;BREX;0;0;0;0
GCA-2696645;1;CBASS;0;0;0;0
GCA-2696645;1;CRISPR-Cas;0;0;0;0
GCA-2696645;1;DISARM;0;0;0;0
GCA-2696645;1;DRT;0;0;0;0
GCA-2696645;1;DUF4238;0;0;0;0
GCA-2696645;1;DarTG;0;0;0;0
GCA-2696645;1;Dpd;0;0;0;0
GCA-2696645;1;DprA-PRTase;0;0;0;0
GCA-2696645;1;Druantia;0;0;0;0
GCA-2696645;1;Dsr;0;0;0;0
GCA-2696645;1;GAO;0;0;0;0
GCA-2696645;1;Gabija;0;0;0;0
GCA-2696645;1;Gasdermin;0;0;0;0
GCA-2696645;1;Hachiman;0;0;0;0
GCA-2696645;1;Helicase-DUF2290;0;0;0;0
GCA-2696645;1;Hhe;0;0;0;0
GCA-2696645;1;Hma;0;0;0;0
GCA-2696645;1;Hydrolase-TM;0;0;0;0
GCA-2696645;1;Kiwa;0;0;0;0
GCA-2696645;1;Lamassu;0;0;0;0
GCA-2696645;1;Mza;0;0;0;0
GCA-2696645;1;Nhi;0;0;0;0
GCA-2696645;1;PARIS;0;0;0;0
GCA-2696645;1;Paris_fused;0;0;0;0
GCA-2696645;1;Phosphorothioation;0;0;0;0
GCA-2696645;1;Ppl;0;0;0;0
GCA-2696645;1;Pycsar;0;0;0;0
GCA-2696645;1;RADAR;0;0;0;0
GCA-2696645;1;RM;1;1;1;1
GCA-2696645;1;Retron;0;0;0;0
GCA-2696645;1;Septu;0;0;0;0
GCA-2696645;1;Shedu;0;0;0;0
GCA-2696645;1;TIR-NLR;0;0;0;0
GCA-2696645;1;TerY-P;0;0;0;0
GCA-2696645;1;Thoeris;0;0;0;0
GCA-2696645;1;Tmn;0;0;0;0
GCA-2696645;1;Upx;0;0;0;0
GCA-2696645;1;Viperin;0;0;0;0
GCA-2696645;1;Wadjet;0;0;0;0
GCA-2696645;1;Zorya;0;0;0;0
GCA-2696645;1;dXTPase;1;1;1;1
GCA-2696645;1;ietAS;0;0;0;0
GCA-2696645;1;qatABCD;0;0;0;0
GCA-2731375;1;3HP;0;0;0;0
GCA-2731375;1;AVAST;0;0;0;0
GCA-2731375;1;Abi;1;1;1;1
GCA-2731375;1;Argonaute;0;0;0;0
GCA-2731375;1;BREX;0;0;0;0
GCA-2731375;1;CBASS;1;1;1;1
GCA-2731375;1;CRISPR-Cas;1;1;1;1
GCA-2731375;1;DISARM;0;0;0;0
GCA-2731375;1;DRT;0;0;0;0
GCA-2731375;1;DUF4238;0;0;0;0
GCA-2731375;1;DarTG;0;0;0;0
GCA-2731375;1;Dpd;0;0;0;0
GCA-2731375;1;DprA-PRTase;0;0;0;0
GCA-2731375;1;Druantia;0;0;0;0
GCA-2731375;1;Dsr;0;0;0;0
GCA-2731375;1;GAO;0;0;0;0
GCA-2731375;1;Gabija;0;0;0;0
GCA-2731375;1;Gasdermin;0;0;0;0
GCA-2731375;1;Hachiman;0;0;0;0
GCA-2731375;1;Helicase-DUF2290;0;0;0;0
GCA-2731375;1;Hhe;0;0;0;0
GCA-2731375;1;Hma;0;0;0;0
GCA-2731375;1;Hydrolase-TM;0;0;0;0
GCA-2731375;1;Kiwa;0;0;0;0
GCA-2731375;1;Lamassu;0;0;0;0
GCA-2731375;1;Mza;0;0;0;0
GCA-2731375;1;Nhi;0;0;0;0
GCA-2731375;1;PARIS;0;0;0;0
GCA-2731375;1;Paris_fused;0;0;0;0
GCA-2731375;1;Phosphorothioation;0;0;0;0
GCA-2731375;1;Ppl;0;0;0;0
GCA-2731375;1;Pycsar;0;0;0;0
GCA-2731375;1;RADAR;0;0;0;0
GCA-2731375;1;RM;1;1;1;1
GCA-2731375;1;Retron;0;0;0;0
GCA-2731375;1;Septu;0;0;0;0
GCA-2731375;1;Shedu;0;0;0;0
GCA-2731375;1;TIR-NLR;0;0;0;0
GCA-2731375;1;TerY-P;0;0;0;0
GCA-2731375;1;Thoeris;0;0;0;0
GCA-2731375;1;Tmn;0;0;0;0
GCA-2731375;1;Upx;0;0;0;0
GCA-2731375;1;Viperin;0;0;0;0
GCA-2731375;1;Wadjet;0;0;0;0
GCA-2731375;1;Zorya;0;0;0;0
GCA-2731375;1;dXTPase;1;1;1;1
GCA-2731375;1;ietAS;0;0;0;0
GCA-2731375;1;qatABCD;0;0;0;0
GCA-2746425;1;3HP;0;0;0;0
GCA-2746425;1;AVAST;0;0;0;0
GCA-2746425;1;Abi;0;0;0;0
GCA-2746425;1;Argonaute;0;0;0;0
GCA-2746425;1;BREX;0;0;0;0
GCA-2746425;1;CBASS;1;1;1;1
GCA-2746425;1;CRISPR-Cas;0;0;0;0
GCA-2746425;1;DISARM;0;0;0;0
GCA-2746425;1;DRT;0;0;0;0
GCA-2746425;1;DUF4238;0;0;0;0
GCA-2746425;1;DarTG;0;0;0;0
GCA-2746425;1;Dpd;0;0;0;0
GCA-2746425;1;DprA-PRTase;0;0;0;0
GCA-2746425;1;Druantia;0;0;0;0
GCA-2746425;1;Dsr;0;0;0;0
GCA-2746425;1;GAO;0;0;0;0
GCA-2746425;1;Gabija;1;1;1;1
GCA-2746425;1;Gasdermin;0;0;0;0
GCA-2746425;1;Hachiman;0;0;0;0
GCA-2746425;1;Helicase-DUF2290;0;0;0;0
GCA-2746425;1;Hhe;0;0;0;0
GCA-2746425;1;Hma;1;1;1;1
GCA-2746425;1;Hydrolase-TM;0;0;0;0
GCA-2746425;1;Kiwa;0;0;0;0
GCA-2746425;1;Lamassu;0;0;0;0
GCA-2746425;1;Mza;0;0;0;0
GCA-2746425;1;Nhi;0;0;0;0
GCA-2746425;1;PARIS;0;0;0;0
GCA-2746425;1;Paris_fused;0;0;0;0
GCA-2746425;1;Phosphorothioation;1;1;1;1
GCA-2746425;1;Ppl;0;0;0;0
GCA-2746425;1;Pycsar;0;0;0;0
GCA-2746425;1;RADAR;0;0;0;0
GCA-2746425;1;RM;2;1;2;1
GCA-2746425;1;Retron;0;0;0;0
GCA-2746425;1;Septu;0;0;0;0
GCA-2746425;1;Shedu;0;0;0;0
GCA-2746425;1;TIR-NLR;0;0;0;0
GCA-2746425;1;TerY-P;0;0;0;0
GCA-2746425;1;Thoeris;0;0;0;0
GCA-2746425;1;Tmn;0;0;0;0
GCA-2746425;1;Upx;0;0;0;0
GCA-2746425;1;Viperin;0;0;0;0
GCA-2746425;1;Wadjet;0;0;0;0
GCA-2746425;1;Zorya;0;0;0;0
GCA-2746425;1;dXTPase;1;1;1;1
GCA-2746425;1;ietAS;0;0;0;0
GCA-2746425;1;qatABCD;0;0;0;0
GM7GCV1;1;3HP;0;0;0;0
GM7GCV1;1;AVAST;0;0;0;0
GM7GCV1;1;Abi;2;1;2;1
GM7GCV1;1;Argonaute;0;0;0;0
GM7GCV1;1;BREX;0;0;0;0
GM7GCV1;1;CBASS;0;0;0;0
GM7GCV1;1;CRISPR-Cas;0;0;0;0
GM7GCV1;1;DISARM;0;0;0;0
GM7GCV1;1;DRT;0;0;0;0
GM7GCV1;1;DUF4238;0;0;0;0
GM7GCV1;1;DarTG;0;0;0;0
GM7GCV1;1;Dpd;0;0;0;0
GM7GCV1;1;DprA-PRTase;0;0;0;0
GM7GCV1;1;Druantia;0;0;0;0
GM7GCV1;1;Dsr;0;0;0;0
GM7GCV1;1;GAO;0;0;0;0
GM7GCV1;1;Gabija;0;0;0;0
GM7GCV1;1;Gasdermin;0;0;0;0
GM7GCV1;1;Hachiman;0;0;0;0
GM7GCV1;1;Helicase-DUF2290;0;0;0;0
GM7GCV1;1;Hhe;0;0;0;0
GM7GCV1;1;Hma;0;0;0;0
GM7GCV1;1;Hydrolase-TM;0;0;0;0
GM7GCV1;1;Kiwa;0;0;0;0
GM7GCV1;1;Lamassu;0;0;0;0
GM7GCV1;1;Mza;0;0;0;0
GM7GCV1;1;Nhi;0;0;0;0
GM7GCV1;1;PARIS;0;0;0;0
GM7GCV1;1;Paris_fused;0;0;0;0
GM7GCV1;1;Phosphorothioation;2;1;2;1
GM7GCV1;1;Ppl;0;0;0;0
GM7GCV1;1;Pycsar;0;0;0;0
GM7GCV1;1;RADAR;0;0;0;0
GM7GCV1;1;RM;1;1;1;1
GM7GCV1;1;Retron;0;0;0;0
GM7GCV1;1;Septu;0;0;0;0
GM7GCV1;1;Shedu;0;0;0;0
GM7GCV1;1;TIR-NLR;0;0;0;0
GM7GCV1;1;TerY-P;0;0;0;0
GM7GCV1;1;Thoeris;0;0;0;0
GM7GCV1;1;Tmn;0;0;0;0
GM7GCV1;1;Upx;0;0;0;0
GM7GCV1;1;Viperin;0;0;0;0
GM7GCV1;1;Wadjet;0;0;0;0
GM7GCV1;1;Zorya;0;0;0;0
GM7GCV1;1;dXTPase;0;0;0;0
GM7GCV1;1;ietAS;0;0;0;0
GM7GCV1;1;qatABCD;0;0;0;0
Ga0077536;1;3HP;0;0;0;0
Ga0077536;1;AVAST;0;0;0;0
Ga0077536;1;Abi;1;1;1;1
Ga0077536;1;Argonaute;0;0;0;0
Ga0077536;1;BREX;0;0;0;0
Ga0077536;1;CBASS;0;0;0;0
Ga0077536;1;CRISPR-Cas;0;0;0;0
Ga0077536;1;DISARM;0;0;0;0
Ga0077536;1;DRT;0;0;0;0
Ga0077536;1;DUF4238;0;0;0;0
Ga0077536;1;DarTG;0;0;0;0
Ga0077536;1;Dpd;0;0;0;0
Ga0077536;1;DprA-PRTase;0;0;0;0
Ga0077536;1;Druantia;0;0;0;0
Ga0077536;1;Dsr;0;0;0;0
Ga0077536;1;GAO;0;0;0;0
Ga0077536;1;Gabija;0;0;0;0
Ga0077536;1;Gasdermin;0;0;0;0
Ga0077536;1;Hachiman;0;0;0;0
Ga0077536;1;Helicase-DUF2290;0;0;0;0
Ga0077536;1;Hhe;0;0;0;0
Ga0077536;1;Hma;0;0;0;0
Ga0077536;1;Hydrolase-TM;0;0;0;0
Ga0077536;1;Kiwa;0;0;0;0
Ga0077536;1;Lamassu;0;0;0;0
Ga0077536;1;Mza;0;0;0;0
Ga0077536;1;Nhi;0;0;0;0
Ga0077536;1;PARIS;0;0;0;0
Ga0077536;1;Paris_fused;0;0;0;0
Ga0077536;1;Phosphorothioation;0;0;0;0
Ga0077536;1;Ppl;0;0;0;0
Ga0077536;1;Pycsar;0;0;0;0
Ga0077536;1;RADAR;0;0;0;0
Ga0077536;1;RM;2;1;2;1
Ga0077536;1;Retron;0;0;0;0
Ga0077536;1;Septu;0;0;0;0
Ga0077536;1;Shedu;0;0;0;0
Ga0077536;1;TIR-NLR;0;0;0;0
Ga0077536;1;TerY-P;0;0;0;0
Ga0077536;1;Thoeris;0;0;0;0
Ga0077536;1;Tmn;0;0;0;0
Ga0077536;1;Upx;0;0;0;0
Ga0077536;1;Viperin;0;0;0;0
Ga0077536;1;Wadjet;0;0;0;0
Ga0077536;1;Zorya;0;0;0;0
Ga0077536;1;dXTPase;0;0;0;0
Ga0077536;1;ietAS;0;0;0;0
Ga0077536;1;qatABCD;0;0;0;0
Gemmataceae;1;3HP;0;0;0;0
Gemmataceae;1;AVAST;0;0;0;0
